,reviews,rating,reivew_time
401,"The Rudest barman I've ever come across in London in 15 years. Wow, I'm speechless. I went to the bar and asked one of the barman ""Can I order food here?"" as the start line of my conversation and out of nowhere he flipped and raised his voice, ""This is the 5th time you guys (he means my friends who have arrived 1hr earlier than me), asking the same question!! How many times do you have to ask me the same question?! Do you not talk to each other? I've already said yes we do serve food here but you have to come and take it upstairs because the room you're in is not officially open for public!!"" I just said ""well, I understand that, but I just wanted to make sure this is where I order food because I know it's a special arrangement we have so I wanted to double check."" But he continued to have a go at me for having to explain the same rule to our group of people for the 5th time. At this point I was so shocked by his attitude I started to ignore him and started to look at the menu but he was still ranting in front of me so I just left the bar without ordering anything because I felt really shocked by how I got treated like this for just visiting the bar. He was clearly taking his frustration out on his customer because he didn't know my group had a special arrangement and he didn't know what was happening. But regardless of the arrangement, if you are in the service industry, you are supposed to explain the same things day in and out to 100s of people so if you don't like doing that, you are in the wrong business my friend.",1,2 years ago
402,"Fantastic bar, restaurant, views and service. Love it.",5,a year ago
403,Amazing restaurant at the top of Novotel hotel in canary wharf. loved the food and views. staff is really friendly. its a perfect place for a romantic dinner or late night drinks. Make sure you reserve your place by the window for dinner with views.,5,3 years ago
404,Good place to drink and relax to enjoy the sky view,3,a year ago
405,Dont really get seating are. But drinks are good,3,a year ago
406,Great,5,a month ago
407,Amazing place ... can't say the same for the staff unfortunately. Being there few times only for the atmosphere but the staff was very slow and so.e of them even unfriendly,3,2 years ago
408,It was a wonderful experience the view from the rooftop was amazing very enjoyable evening loved every minute of its the food was exceptional and the service was excellent very friendly staff,5,a year ago
409,"Fun, crappy waitresses, kitchen closes early but fun place, excellent bar staff",5,a year ago
410,"I went up to the top floor looking to have a fun time, but only received insults. I was told I shouldn't bother ordering a nicer bourbon because my palate wouldn't be able to tell the difference anyway. The server was continually rude to our party. I asked for the management the floor below, but they wouldn't let me speak to them. The place was great until I actually interacted with the people. Nice views, expensive drinks, pretentious staff.",1,2 years ago
411,"Came to the Bõkan bar three times and will not come back again. I Never tried the restaurant as it was all the time out of the opening hours. Yes the view is mind bluffing and the design great. But keep in mind that same if there is 5 persons at the full bar you will need to wait 30 Min to get your drink. No tapas offered (£3 for 5g of nuts and £3 for 5 medium olives). Price range is average for London and was expecting more but for the quality of service they provide please ask to remove the services charge. The welcome lady (different all the time at the bar entrance) is more on her mobile phone than greetings and welcoming people. Its Seems they don't care about details: 1) the ""no smoking sign"" is a paper laminated paper while on a place like this it should be on a wood or metal place screwed on the walls. You like to be upscale or not. They seems to choose not. 2) tables were not cleaned on immediate effect on the 3 different time I came. 3) the menu was not offered immediately when we arrived, sit (while we passed in front of 3 staff and 1 was chatting and talking but not providing the service) 4) the last time we wanted to order some food which on the menu was possible and which 2 tables around had. We were told there was no gas in the building and food will not be providing! Can you explain how they could prepare the food for the two other table that they just finish and if no gas in the kitchen I don't want to imagine how to boiled water for guest of the hotel and provide hot water in the bathroom. Just the waitress didn't want to serve! This could be a great place but management needs to be replaced with immediate effect as serious deep issues seems to be there!",1,2 years ago
412,"A superb venue for a drink on a warm, sunny, May evening to take in the wonderful view of the London skyline 😎",5,a year ago
413,"Great views of London, not anywhere near as busy as Madisons etc. Nice and friendly bar staff. Standard ""views across london"" men's toilets.",5,a year ago
414,Perfect view but overpriced... Food fantastic and very good service,4,a year ago
415,Such a lovely place!,5,8 months ago
416,Worth the elevator trip,5,2 months ago
417,"Amazing views and delicious cocktails let down by blunt service and a misleading website. Visited on a Monday night for drinks at the bar with a couple of friends. The views on all levels are amazing and the drinks are expensive but very tasty. Beware the added service charge even for drinks, regardless if you manage to get served at the bar. They do not serve 'craft beers' unlike their website states.",3,2 years ago
418,"Great informal restaurant using quality locally sourced ingredients, cooked to perfection in a European style. When you're finished with dinner, don't forget to head upstairs to the roof terrace (weather permitting) for some of the finest cocktails in the Canary Wharf area.",5,2 years ago
419,"Yes the views are amazing, yes the cocktails are good but these mean nothing if the service does not live up to the expectations. Their booking policy for the terrace appears to be simply untruthful and misleading. It's understandable that during good weather it will be busy. What is unacceptable is when you ask them to book they say that the system is blocked. Even if you say that you will call later they say that you cannot book and that you will have to walk in early. You walk in early and surprise surprise, everything is already booked for the day! So basically they will not tell you that they are fully booked and you're lured in by the hope that there will be availability. This might seem like a small detail to some but the lack of decency and honesty are definitely things that will stop me from going to this place again.",2,2 years ago
420,"Wonderful place, nice views and great service by the staff and the manger peter.",5,a year ago
421,"Delicious food, fab service! Thank you to the lovely waiters who brought me out a special birthday treat and sung me happy birthday! And to the lovely Gulia for taking great care of us on the rooftop! We will be back!",5,2 years ago
422,"A lovely venue with excellent food let down by the music being FAR TOO LOUD in the bar necessitating even the staff having difficulty hearing your order. I love music but this was night club volume! Staff are also poorly trained and often look lost. We have been twice and the food was great both times but both times the bill was wrong, this time they kept the fries in the bill that we ordered despite them forgetting to bring them in time (we'd finished eating when they arrived) they still were on our bill!",3,2 years ago
423,"What you are paying for here is the view and the atmosphere, not the food and drinks. The menu is pretty expesive, which would be fine if the portions were not so tiny. The fried potatos in the lamb dish tasted old and over-frozen, with a weird after taste. The vegetarian option left my starving, and the strawberry daquari was average and tiny. All the food was under-seasoned and the staff seemed slightly clueless. Apon arival at bōkan there was no one to greet me and direct me to the restaurant, and the general night was a let down. If you want to spend money with a nice view I would not reccomend here, you are better off getting larger portions of better food at somewhere like the shard or the sushi samba tower.",2,a year ago
424,Superb...amazin lively place..fantastic view,5,a year ago
425,"Very nice restaurant with a short but tasty menu, excellent service and gorgeous view.",5,a year ago
426,Fantastic views with attentive staff. Food was delicious.,5,a year ago
427,Absolutely love Bokan and the view!,4,a year ago
428,Great views. Can be full of Essex girls though and their voices drown out the music.,5,a year ago
429,Go here for the view! The drinks and service is also good,5,a year ago
430,Nice atmosphere and amazing view from Bokan,5,a year ago
431,"Lovely views of London. Great staff, drinks and food.",5,a year ago
432,"Great atmosphere great view. Food is 3 star, random selection of meals. Staff don't always know what's going on... upstairs and downstairs have a different menu but it's not so clear - perhaps having two seperate menus will stop confusion.",4,2 years ago
433,"Lovely lounge like ambience, excellent canapes and a sweeping view of the London skyline.",5,a year ago
434,"nice bar, friendly staff and fantastic views over London!",5,a year ago
435,Magnificent,5,a month ago
436,Amazing food with wonderful views of the city of London from this 36th floor high end restaurant. We had the fixed steak menu that consisted of five courses and a well selected red wine.,5,2 years ago
437,We had breakfast here while staying at the hotel. Excellent service and well prepared food with lots of variety. Two thumbs up!,5,2 years ago
438,Delicious drinks with an amazing view.,5,11 months ago
439,"The views are awesome and by the end of the night we'd all enjoyed ourselves. However, this place is WAY overpriced. £7.80 for a beer? Really? And they'll add service charge on for drinks even if you order at the bar. Bit pretentious really.",3,2 years ago
440,Limited menu but high quality and good service. Excellent views,4,2 years ago
441,Nice view towards the city!,5,11 months ago
442,Fantastic views and roof top bar. Really worth going there for a drink. The gin cocktail for 2 was really good!,5,2 years ago
443,Lovely place. great views and food was okay.,4,a year ago
444,Wether for drinks or dinner this place is really one of the best experiences in Canary Wharf at the moment. Stunning views of Central and Canary Wharf. The food was exquisite and beautifully served.,5,2 years ago
445,"A new nice place in Canary Wharf with a very good selection of cocktails and fantastic view. Sit down and relax on the 39th floor and enjoy the panorama. You might need to wait quite a while to get your drink, that's why only 4 stars.",4,2 years ago
446,"Delicious food, wine and drinks. View over London. Service relaxed ;)",5,2 years ago
447,Fantastic view and great fingerfood,5,10 months ago
448,The view is breathtakingly. Rooftop is the perfect place for a romantic drink or just a catch up with friends,5,a year ago
449,Incredible place with an incredible view. Been there a while ago for a glass of wine and I have to say that the service was very good and everything was spot on,5,2 years ago
450,"Nice and cosy, staff very friendly and helpful. Was knocked somewhat when I had to sign a disclosure, just so our friends could eat a birthday cake we brought with us. Really good views towards Central London and down to Thames Barriers",4,2 years ago
451,Really amazing views. Food was Ok. Drinks were ok.,5,a year ago
452,Great views,5,5 months ago
453,Seems like the trendy place to be seen at the moment - fabulous views,4,a year ago
454,"Great food, cocktails, vibe and decor. Incredible views around London. Rather expensive but always a pleasure to be at bokan.",5,a year ago
455,Nice restaurant would recommend the tasting menu.,5,a year ago
456,Amazing hotel 👌,5,7 months ago
457,"Wonderful views, tasty food, but service was extremely slow and several mistakes were made- sadly affecting the overall experience. However, following a complaint to the restaurant, I received an apology both by email and telephone from the manager and I was provided with vouchers for next time, which changed my view of the restaurant and gave me a reason to come back.",4,a year ago
458,Great place for client entertainment. Upscale with a slight industrial feel. 38th floor with fantastic views on towards the City. Cocktails good.,4,2 years ago
459,The best Sweet Manhattan in Canary Wharf. Ask Adam for secret ingredients.,5,11 months ago
460,"Great views across the city of London and the meandering Thames. Offers both a la carte and tasting menus. Attentive and knowledgeable staff who were tested with food, wine and cheese queries. Beautifully presented food but severe lacking in vegetarian options unless they have a separate menu. Music from both bars could be heard so a mish mass of sounds. An ideal place for a romantic dinner to watch the sunset.",4,2 years ago
461,"Great view,atmosphere and staff, totally recommend",5,a year ago
462,"Lovely view of the Thames and London city, good food",5,10 months ago
463,"stunning skyline,good service,excellent drinks",5,a year ago
464,Nothing beats the view and the taste of multi-sensory Harpy. My favourite spot in CW for sure.,5,a year ago
465,One of the best views in London. Staff is really friendly and the cocktail menu is brilliant.,5,2 years ago
466,"Excellent views, nice vibe",4,a year ago
467,"Extremely disappointing. Will not be returning or recommending to others. We booked this restaurant for a special occasion, a birthday meal for my boyfriend. Initially the doorman to the hotel at the entrance tried to turn my boyfriend away despite the fact he was wearing a shirt and trousers, he was also wearing white converse and therefore 'trainers'. As we were not informed there was a dress code upon booking a table, I have suspicions this could have been because another reason such as his race and nothing to do with what he was wearing. I did look on the website post our visit under their policy section to describe the dress code as ..... 'Smart casual. No athletic sportswear and shoes, no flip flops, no beach wear. Denim is acceptable. The team reserves the right to deny entrance should a guest’s attire and overall presentation not adhere to our dress code.' After making it up to the floor of the restaurant we were then told that as we were now 10 minutes late and therefore could no longer seat us at a table. Instead we were told we could have a seat at the bar if we wished. However, as the restaurant was not even half full this seemed unreasonable why staff flat out refused to seat us at a table for lunch. Needless to say we swiftly left and instead dined at The Big Easy, a few minutes away on the DLR. I suggest that the policy on dress code as well as the cut off for on a booking is explicitly made clear when booking a table so others do not also waste their time. We will not be trekking halfway across London to this establishment again. Dreadful.",1,2 years ago
468,"Great music, great staff.",5,10 months ago
469,"Food and drinks are worth 5 stars, the service that was experienced is where the 2 star rating comes from. We had booked a table for dinner. On arrival we were seated and then left for a long time before getting water (other people were seated and attended too before someone came back to us). Drinks and the meal delivery were slow. We had started a tab for the evening and when we went to pay we had to ask 3 times and waited at the bar for someone to help us. In the end we were given our card back and then said their was issues with the till. After waiting another 5 minutes we asked again to pay (while watching other people pay and leave) so we could leave then waited a little longer, finally was able to pay. We didn't return during our stay.",2,2 years ago
470,"Nice staff, very helpful. Was going to the roof terrace for a party, not so much for the restaurant.",4,a year ago
471,Great location and the rest,4,8 months ago
472,Great views & lovely atmosphere!,5,a year ago
473,"Surprisingly, the food is excellent. If you are going just for a drink at the terrace, be advised that there is no service - which is also surprising",5,a year ago
474,"Love the terrace of the Bokan. They make an amazing mojito. I like the design of the Novotel hotel overall. I hosted several working dinners there and the guest were always extremly happy with the food, and I am always satisfied with the booking, organisation and paying process.",5,a year ago
475,Awesome atmosphere. Great service and marvelous view. A bit pricey however dishes delicious,5,2 years ago
476,Excellent and good customer service,5,a year ago
477,"Amazing food, ambience and London view",5,a year ago
478,"Loved it, such friendly service and really breathtaking views. Recommending it to everyone",5,2 years ago
479,Very bad service. Sitting for 30 min at the bar to get a table in the middle of the entrance. Than try to order and change done sides on the menu the chef will refuse to serve you what you would like. The mist arrogant Chef I ever met. Poor staff who has to work under him.,1,2 years ago
480,"Great view - mediocre everything else. The staff were nice enough and (who I assume to be) the manager was very attentive. Our problem was with the goods/facilities. This place hasn't been open long and they had no draft beers, no Malibu or any other coconut type alcohol, and they didn't take contactless card. We just became a bit more dumbfounded each time something cropped up that they didn't do.",3,2 years ago
481,"Appalling - What a SHAME I would like to start by saying I own a cafe and a restaurant so I know a fair amount about service and quality, this place lacked in both. My and my fiancé went in for brunch, initially I asked for a window table and was told my ‘request will be noted and on the day if we have it available we will give it to you�? they had three available but I wasn’t given a window table and sat next to a couple of rude Russians who were making fun out of people but didn’t have the guts to try it with me, anyways. I sat down ordered food and saw the empty tables being filled up next to the window who arrived after me, what was extremely rude is that one particular customer who she was on her own who just walked was given a window table only had a coffee and left and they didn’t offer me that table where I paid £120 for brunch for 2, so they want to pick and choose who sits where, when confronted I was told the system made an error? What an excuse, absolutely terrible. The ladies name was Andrea and she didn’t have any reasonable excuses and was telling me ‘my apologies my apologies�?like I asked for her apologies I asked her what the policy for tables where but was telling me ridiculous excuses. Coffee.... requested a flat white and in a small cup they brought me over something that looked like a machine coffee extremely frothy and tasted like milk, I asked the waiter if this was a flat white and smiling she said yes???? I then called the manager and they brought another coffee in a big mug and called it flat white, if your an up-market restaurant at least offer decent coffee and if your offering a certain type of coffee please understand what your serving. Orange juice.... requested two orange juices and after the coffee blunder and not being offered the table I requested for I was getting slightly agitated, anyways, two problems I have to mention sadly one is which they don’t serve fresh orange juice and gave us carton orange juice... I mean really at a restaurant like this how can you serve carton juice for brunch? Just because you have an amazing view and amazing restaurant doesn’t mean you let the quality slide, Secondly the orange juice came to me with a dead bug inside, like does the waiter think that would be accepted as she is looking at it while leaving it on the table.... obviously requested it to be changed which left the waitress shocked. To this I say if you employ useless people they will provide useless service. Dessert, ordered the Dulcey and Blueberry desert and the taste was ok at best however the caramel ice cream when brought over to me was half melted, I asked the manager if this should be like this his response was ‘if you make it wait this will happen�?in a weird accent, anyways the reason I didn’t tell the waiter to change it because it was obvious waiters don’t care so I had to tell someone with some authority which was the manager who thought I had waited for the ice cream to melt then complain about it? At this point i was asking for Jesus to give me strength to put up with these useless people. Qualify of the Food, nothing special trust me I have dined at some of the best places in London like most who are reading this and this place is nowhere near any of them... Views, definitely one of the best in London it is just mesmerising... just for this reasons it is a must visit but expect idiots to serve you with attitude.",1,a year ago
482,Amazing views but over priced,3,11 months ago
483,Very nice,5,5 months ago
484,"Gets very busy, so reserve a table at the bar if you can. Friendly staff, can be a bit slow at times though. Great views so worth popping by for a drink",4,2 years ago
485,The best view from Canary wharf,5,11 months ago
486,"Awesome views, friendly staff, highly recommended!",5,a year ago
487,"On my three visits to Bokan I've had a great experience. In terms of location the bar, restaurant and rooftop terraces all offer amazing views across the city overlooking many of the capital's landmarks. The environment is modern and comfortable and our host Veni ensured we found an ideal location from a choice of available spaces. The selection of beers and wines available is extensive and the team demonstrated their deep knowledge to make recommendations which exceeded our expectations. I haven't had the opportunity to dine at Bokan yet but look forward to this with the options on offer. If you want a highlight to your visit to London Docklands Bokan comes highly recommended.",5,a year ago
488,Great views but expensive menus. Would definitely recommend for one visit.,5,a year ago
489,"great service, lovely staff, beautiful views of the wharf and city, all round loved the space, however just let down by the food. the calamari were just slabs of fried something, even chips fried in some bizzare oil.. the club sandwich was a success. just strange food for such a lovely establishment. we willl be back,. as yet to try the restaurant, but also spend some more time on the fantastic terrace!",3,2 years ago
490,"You would not think this is a Novotel bar. Floor to ceiling windows give an amazing view of central London, and inside they've done an amazing job on the styling and atmosphere. The bar is spread over two floors (including an impressive balcony!) so there's lots of space, but tables seem to get reserved quickly. Drinks aren't too pricey give the 38th floor location, and the cocktails are really well made. Amazing bar overall - expect this place to get really busy as more people discover it!",5,2 years ago
491,Amazing place,5,6 months ago
492,Great service by Angelita ! Lovely place !,5,a year ago
493,"Been here several times, and the place went steeply downhill recently. Dear management, please pay attention, the service turned outright poor. Look at my other reviews, this is not something I would say often. Dear customers, yes, the views are still unparalleled, and perhaps one of the very best in London. The terrace and the cocktails are great. The restaurant leaves a bitter-sweet aftertaste. The food is good, overpriced, but the recent change from à la carte to a set menu is very limiting.",4,2 years ago
494,I was very dissappinted with the food.. 100f for a dinner which was untasty. Money wastage. 2 stars only for the view and the design.,2,a year ago
495,Amazing view on the 38th floor. Great service and good wine. We could easily take a seat and talk without shouting with the ambient music. The toilet is also cool with a view while you wash your hands. There is a cloakroom to leave your coat or bag. They have the great cachaça: Germania.,4,2 years ago
496,"It's real pleasure to have dinner or just a glass of vine there ""touching the sky"" and enjoying amazing panoramic view of London. Although, customer service should be improved as sometimes you can wait for your order too long.",4,2 years ago
497,"Great view, something to do at night fall",4,a year ago
498,"On 09 of September 2017 I went to Bokan bar to celebrate my birthday everything is over priced. £34,00 for a fatty steak and I had to buy a side with it. £14,00 for a couple of sips of cocktail. What a joke. When I went to the ground floor I went to take a picture sitting at the luggage trolley I didn't know I could not sit there. One of your receptionist member a short skinny male wearing glasses I didn't get his name He approached me so rude .telling me this is not a toy thank you! I understand that maybe I was not allowed to sit on the trolley but he could of been polite and told : excuse me ,sorry its not allowed to sit there. I apologise for the inconvenience ! I felt offended for the way he approached me . He looked miserable and unhappy . Not the kind of people you want to see when you arrive at a hotel reception . He is probably fed up with his job or needs some more training! I wouldn't go back there.,Many places much cheaper better food and better customer service!",1,2 years ago
499,Great view of the city. Love jazz music,5,2 years ago
500,Excellent views,4,6 months ago
501,The worst customer service I have ever experienced. The staff look like they don’t want to be there and took forever bringing out something as small as a soup!,1,a year ago
502,An absolute gem.,5,5 months ago
503,Epic view! Questionable cocktails.,4,a year ago
504,"Really great views, wine and service. Just a bit expensive",5,a year ago
505,Great place with great views!,5,a year ago
506,Magnificient roof top in the heart of Cannary wharf,5,a year ago
507,Great bartenders!!,5,6 months ago
508,Nice cocktails and lovely sky bar with a sort friendly staff,5,2 years ago
509,Over hyped bar. Staff can be unpredictable. Servicec was slow. Haven't been to this place since last. Good if you are staying in hotel else you are on mercy of staff member eho might be having a bad day or upset stomach.,2,2 years ago
510,"It was amazing .I can't wait to go again.The food was very nice and very cheap as well .The view is super and the staff are super frendly ,very nice ,they look after you so much and they just want like you to feel perfect.I was impressed and I'll tell to all my friends about my beautiful experience there and I hope they gonna be the same excited how I was !!!",5,2 years ago
511,"Other than the view, the experience was awfull. Not going to describe but be my guest and give it a shot. 1 visit wont harm. It will just make you appreciate better places",1,2 years ago
512,Only stopped for a drink but excellent views and atmosphere,5,2 years ago
513,"Useless. Great view and rooftop bar but that's the end of anything good about this venue. They lost my credit card and didn't return calls, I had to call 5 times, only to be told it was gone. We also had a work function there and couldn't have thrown money at a waitress to have gotten served despite having a tab and being ready to spend. I would not bother, go to the Shard and spend more money on a view and service thats worth it. If they were this useless a month after opening, I shudder to think now it;s actually warm.",1,2 years ago
514,great views and very classy place for a meal or drink,5,2 years ago
515,Good views but a bit ££££,5,a year ago
516,The best rooftop in UK 🇬🇧,5,a year ago
517,Top place to go for a drink,5,a year ago
518,"Most amazing and delicious cocktails. Very cozy place with amazing view, friendly staff and great atmosphere",5,2 years ago
519,Best drinks and best views of London!,5,a year ago
520,Good food. Great bar and had a great view of London.,5,2 years ago
521,"Really nice place for an end of the day drink or a delicious bite at lunchtime. Beautiful view,nice terrace and ready well designed interiors.",4,2 years ago
522,Amazing panoramic view - and remember to check out th toilets !,4,2 years ago
523,Cool space with great views from the terrace.,5,a year ago
524,"Oh please, my heart breaks to think that I don't live on the Isle of Dogs anymore. Summer Sunday afternoons on the top floor terrace with live music, sitting in the sun. The best!",5,2 years ago
525,"*Great place for a special occasion* Had a meal here at the end of their ""trial"" period and having been to the Shard last week it was interesting to compare. Firstly the vista is fantastic at night - possibly better than being in the City because from here you can see most major buildings such as the Shard, Cheese Grater, etc. The food was good, but not outstanding. I had the Rhug lamb cutlets as my main and was actually disappointed as the Aberdeen Angus steak tartare starter was great. The service was actually excellent, and my fellow diners had a better experience with their mains than I did so overall I think it merits 4 stars.",4,2 years ago
526,Restaurant on the top floor provides an excellent view.,4,a year ago
527,Views are great but the service is terrible. Super slow,1,2 years ago
528,Awesome view and design!!! Not much to say about food or service... I would say average,4,2 years ago
529,Great views!,4,8 months ago
530,Amazing view and drinks...a must!,5,a year ago
531,Nice view but sky high prices to match the building,3,2 years ago
532,"Beautiful place, friendly staff, impressive views of London!",5,2 years ago
533,"Had the tasting menu as part of my birthday celebrations and it was the absolutely highlight. Our server Suki was a star, the view was breathtaking and the food was sublime.",5,2 years ago
534,Good food. Lovely surroundings,4,2 years ago
535,Great view on top of a range of different cocktails. Staff were really friendly and attentive.,4,2 years ago
536,Nice place with a good view from the top. 🙂,4,a year ago
537,"Views are amazing, atmosphere is great however the drinks are a bit pricey especially when they add service charge",4,2 years ago
538,"Cancelled my reservation AFTER I arrived. Rude waitress randomly put us to a corner.... Nice view tho, hence the one star.",1,2 years ago
539,One of the best rooftop of london,5,a year ago
540,Great view and tasty food,5,a year ago
541,"Burger was nothing special despite waiter recommending it, also was very expensive. The view was good though.",2,2 years ago
542,"Food is amazing (the lamb 10/10), the service was impeccable (Souki looked after us very well) and the view was a good add on to our dinner. Must try !",5,2 years ago
543,Amazing cocktails and views over the docklands. Definitely one of my new favourite spots in summer!,5,2 years ago
544,The place is very nice but does not live up to expectations due to poor and cheap service. They should re-train the personnel.,1,2 years ago
545,Nice venue!,5,8 months ago
546,Brilliant views friendly staff,5,a year ago
547,"Amazing place, realy expensive..., but the view around you it s very beautiful",5,a year ago
548,"amazing view of the london skyline, food too pricey though.. just paying for the ambience i guess",5,2 years ago
549,Food and service were not great. Views amazing.,2,2 years ago
550,Quirky and different but really great. You'd never guess it was a hotel restaurant,5,2 years ago
551,Great view of London,5,7 months ago
552,"Amazing views from the 38th floor, sumptuous food, good wine.",5,2 years ago
553,It is amazing site.,4,a year ago
554,"Amazing views, a bit expensive but the atmosphere compensates for it. Also, although we didn't show up on the first booking they were very understanding and easily amended it for the next day!",5,2 years ago
555,Don't get carried away by the view. The service is so slow you'll live you life and come back and only then they'll be ready to serve you.,1,2 years ago
556,Awesome view and wine...,5,a year ago
557,Lovely food. Brilliant service. Amazong views,4,2 years ago
558,The best roof top bar in East London,4,a year ago
559,Stunning in so many ways . NY feel,5,2 years ago
560,Incredible view from terrace.,5,a year ago
561,The weekend brunches are brilliant!,5,a year ago
562,Nice venue with great views and quality cocktails. However it is massively overpriced.,3,2 years ago
563,Great place for a drink with views,4,a year ago
564,"Not recommended. Staff didn't respect the customers, especially the lady at reception was really rude and unprofessional. That was a really bad attitude which would effect customer experience in a lot of ways. I don't understand how they picked their staff...",1,2 years ago
565,"Great food, nice services, fabulous view, we have a happy dinner time here.",5,2 years ago
566,Amazing terrace,5,9 months ago
567,Amazing views. Gorgeous wine selection,5,2 years ago
568,"Good food, good service, mixed crowd. No smoking on the outdoor terrace?!",3,2 years ago
569,Fashionable bar with stunning views over London.,5,a year ago
570,"New Novotel near Canary wharf, bar with great view, well decorated with a good wharm feel, shame for the service..",3,2 years ago
571,Nice view and drinks! Terrible service,1,2 years ago
572,service hit and miss but beautiful views,4,a year ago
573,Tasty and cozy,5,a year ago
574,"Is a bit pricey, but the view is stunning!",5,2 years ago
575,Love it. Great view. God food. Nice cocktails.,5,2 years ago
576,Best view over London.,5,a year ago
577,"Beutiful place, awful service. Slow and unplesent",1,2 years ago
578,Cocktail drinks as before dinner drinks service very slow,3,a year ago
579,"Okay, bar service slow.",4,10 months ago
580,"Very nice place, views and food. It is a bit expensive but it is fantastic in general.",5,2 years ago
581,This bar /restaurant is amazing!! Very nice view.,5,2 years ago
582,"Service here is terrible. Came here as it was my friends bday dinner. Gave us the wrong seats from what she had arranged prior. We didnt have meals, instead opted for canopies. Whilst the invoice suggested shed be paying around the £300 mark, ended up paying £650+. When quizzed regarding the bill, the waitress' rebuttal was ""your kind always have problems when paying."" Completely despicable. WILL NEVER ""DINE"" HERE AGAIN. A shambles",1,2 years ago
583,"Awful, very pricey, music so loud cannot talk without shouting, calamari was all crumb no fish. Very pricy but guess your paying for decor and location as both were great.",2,3 years ago
584,"We visited Bokan for the bottomless Prosecco brunch and had a great time. The view across to the centre of London is fantastic. If you go to the loo, you can look out over to the O2. The staff were very attentive and welcoming. The food was great, although I could have done with more than the thimbleful of chips I was served! The bottomless Prosecco was actually a good Prosecco. They also gave us a free cocktail. All in all, a great Sunday afternoon!",5,2 years ago
585,"Great views, drinks are bit pricey",4,2 years ago
586,Good bar with great views of London !,5,a year ago
587,"Amazing place, however a little bit pricey but this is as expected given location and views... definitely worth it",4,2 years ago
588,Best 'high-end' place in the Isle of Dogs. Great selection of drinks at around 10-er.,5,3 years ago
589,Lovely sky view. Staff polite and helpful,4,2 years ago
590,A nice experience to be repeated. Breathtaking London Views.,5,2 years ago
591,Wonderful,5,5 months ago
592,"Views, see the whole city! With great vibes",5,2 years ago
593,"The staff are incredibly rude and make the prices up as they go along. Avoid, it's not as good as the staff think they they are.....We were there last night and the entire staff force were some of the rudest people we have ever had the misfortune to be ""served"" by. At the door the front of house had the snottiness attitude and was not the least bit welcoming. The bar staff had unwarranted attitude and were argumentative at every opportunity irrespective of the amount of money we were spending. They had the utter nerve to keep changing the prices of our drinks because the menus were in the ""process of being updated""! Here's a tip, update the menus and THEN put them on the tables! Don't tell your staff to come up with rough numbers and then get aggressive when we state our basic consumer rights.... Unfortunately we have to return here in a few weeks for a corporate event. We'll be passing this review to our events team Monday in case there's the possibility of moving to another venue.",1,2 years ago
594,"This place has spectacular views, great food and an awesome outdoor terrace",5,2 years ago
595,"Amazing drinks, very reasonably priced, excellent service",5,3 years ago
596,One of the best views in London.,5,a year ago
597,Great views but service was a bit hectic. Not very organised (no table despite reservation). If you sit on the 39th floor terrasse be aware it is a smoking area.,3,2 years ago
598,"Incredible food, views and service.",5,2 years ago
599,"Visited the bar, excellent views and awesome cocktails",5,3 years ago
600,Great rooftop bar!,5,a year ago
601,What a beautiful place and view of London,5,a year ago
602,"The place is worth it only for the view, we were 4, ordered club sandwiches they brought 1 and after like 20minutes they said the kitchen never received the order for the rest 3 and that they will bring them sortly it was a big delay, they didnt bring napkins either ^^ it wasnt busy so theres no excuse, food and prices were average",2,2 years ago
603,Fantastic views and amazing choice of coctails!,5,2 years ago
604,Good place to take a drink and chill with a great view of London ;),5,2 years ago
605,"Good service, outstanding ambience and highly crafted, sumptuous cuisine.",5,2 years ago
606,Lovely place and drinks,5,2 years ago
607,Went to the restuarant Bokan which had excellent service and food. Except for the lady at the bottom of the lift who was very rude to us.,1,2 years ago
608,Poor service and overpriced food. Very noisy from the bar above. The view is beautiful but could not make up for the overall experience.,2,2 years ago
609,Lovely bar with great views. Service can be a bit slow though as they are still fairly new.,4,2 years ago
610,"awesome, but would have been better if we were served instead of going to the bar for drinks. Very long wait",4,2 years ago
611,Free entry during the day. Great views.,4,2 years ago
612,Great views from the 39th floor lounge.,5,2 years ago
613,"Amazing views and friendly staff, but pricey. Only came for a drink.",4,2 years ago
614,"Food was exceptional. Beef tartare was amazing. Hen's egg was heartily awesome. Seabass carpaccio had a little too much yuzu/ponzu-ness but overall everything was excellent. Views of course, amazing. Great new restaurant :)",5,2 years ago
615,"Awesome restaurant to wow any guests! Located on the 38th (?) floor of Novotel Hotel, you get spectacular views all around. Make sure to book a seat by the window. Foodwise, its a pretty safe menu with some twists here and there. Sea bass carpaccio was great, very thinly sliced and refreshing. Steak was cooked great, in their Josper oven, so you had that slightly charred taste. Lobster was also cooked perfectly. Pricing is not cheap (£35-£40) for a steak or lobster main, and starters were around £8-£10 mark. Definitely a place to go for a special occasion.",4,2 years ago
616,The view from this restaurant is breath taking.,5,2 years ago
617,"Beautiful views, ok prices and good atmosphere.",5,2 years ago
618,"Superb views, subtle atmosphere, sensible music. I did attend when it was quite so no idea how it is when it's busy",5,2 years ago
619,Nice view,4,10 months ago
620,Gorgeous view and excellent service,4,2 years ago
621,Stylish interior and view both on canary wharf and city. Bit expensive though.,5,2 years ago
